Date,Adj Close,Close,High,Low,Open,Volume
,BEL.NS,BEL.NS,BEL.NS,BEL.NS,BEL.NS,BEL.NS
2024-07-08,331.09002685546875,334.6000061035156,335.79998779296875,325.6000061035156,328.45001220703125,70983243
2024-07-09,331.2879333496094,334.79998779296875,339.3500061035156,328.70001220703125,338.0,52225572
2024-07-10,330.3479309082031,333.8500061035156,340.5,324.1499938964844,340.0,46779965
2024-07-11,331.9805908203125,335.5,338.20001220703125,333.0,335.5,31919433
2024-07-12,329.60577392578125,333.1000061035156,337.5,328.1000061035156,336.8999938964844,24517961
2024-07-15,327.923583984375,331.3999938964844,336.04998779296875,331.0,336.0,22021426
2024-07-16,322.7286376953125,326.1499938964844,334.3999938964844,324.5,333.25,26585927
2024-07-18,310.2608642578125,313.54998779296875,326.70001220703125,312.29998779296875,326.5,48043715
2024-07-19,303.0869140625,306.29998779296875,316.8999938964844,305.0,309.8999938964844,43313606
2024-07-22,309.0239562988281,312.29998779296875,314.70001220703125,297.29998779296875,306.0,39386992
2024-07-23,298.28778076171875,301.45001220703125,317.0,281.1000061035156,317.0,76513131
2024-07-24,296.9519348144531,300.1000061035156,306.5,299.29998779296875,302.5,24099148
2024-07-25,298.28778076171875,301.45001220703125,303.3999938964844,293.3999938964844,297.95001220703125,27820556
2024-07-26,306.6491394042969,309.8999938964844,310.5,302.0,303.79998779296875,24512844
2024-07-29,317.9790344238281,321.3500061035156,325.6000061035156,310.8500061035156,312.79998779296875,51391698
2024-07-30,314.76312255859375,318.1000061035156,326.54998779296875,317.6000061035156,325.20001220703125,41111245
2024-07-31,312.734619140625,316.04998779296875,320.6000061035156,315.45001220703125,319.8999938964844,25709971
2024-08-01,307.88604736328125,311.1499938964844,317.70001220703125,308.04998779296875,317.70001220703125,28141436
2024-08-02,299.7720642089844,302.95001220703125,308.70001220703125,301.70001220703125,305.29998779296875,26155604
2024-08-05,287.20526123046875,290.25,297.45001220703125,285.0,289.8500061035156,50390560
2024-08-06,284.2367248535156,287.25,302.6000061035156,286.3500061035156,292.0,39171936
2024-08-07,297.0509338378906,300.20001220703125,301.0,289.79998779296875,295.5,22199473
2024-08-08,295.1213684082031,298.25,302.70001220703125,297.1499938964844,301.0,21963656
2024-08-09,299.0299377441406,302.20001220703125,305.0,300.6499938964844,302.5,15551076
2024-08-12,298.23828125,301.3999938964844,303.6499938964844,298.25,299.0,15361379
2024-08-13,293.0433654785156,296.1499938964844,302.6499938964844,295.3999938964844,302.0,14746085
2024-08-14,291.4062805175781,293.70001220703125,297.04998779296875,290.6499938964844,296.1499938964844,16641055
2024-08-16,300.9312744140625,303.29998779296875,303.8999938964844,296.0,296.5,21353408
2024-08-19,299.790283203125,302.1499938964844,305.54998779296875,301.1000061035156,304.79998779296875,12232725
2024-08-20,300.782470703125,303.1499938964844,304.5,297.79998779296875,302.1499938964844,14183642
2024-08-21,303.0148620605469,305.3999938964844,306.75,302.54998779296875,303.0,11862616
2024-08-22,302.1219177246094,304.5,306.8999938964844,303.5,306.3999938964844,13074829
2024-08-23,303.6101989746094,306.0,309.20001220703125,304.1000061035156,305.5,21891698
2024-08-26,304.30474853515625,306.70001220703125,308.8999938964844,305.79998779296875,308.70001220703125,15280637
2024-08-27,298.550048828125,300.8999938964844,307.45001220703125,299.6000061035156,306.6000061035156,16873099
2024-08-28,297.60748291015625,299.95001220703125,304.5,299.5,301.04998779296875,14005947
2024-08-29,293.8867492675781,296.20001220703125,301.04998779296875,292.1000061035156,299.3500061035156,19185385
2024-08-30,296.9625244140625,299.29998779296875,302.1499938964844,294.3500061035156,296.79998779296875,28684991
2024-09-02,294.581298828125,296.8999938964844,301.95001220703125,295.04998779296875,301.95001220703125,11713172
2024-09-03,294.8293151855469,297.1499938964844,301.3500061035156,296.75,300.0,13971488
2024-09-04,296.61529541015625,298.95001220703125,301.8999938964844,295.29998779296875,297.1499938964844,17937646
2024-09-05,288.33050537109375,290.6000061035156,299.5,290.0,299.0,26342723
2024-09-06,281.3851623535156,283.6000061035156,290.3500061035156,282.04998779296875,290.3500061035156,30062372
2024-09-09,279.35113525390625,281.54998779296875,284.5,275.75,282.0,29170063
2024-09-10,283.51837158203125,285.75,288.3500061035156,282.29998779296875,282.5,19982334
2024-09-11,285.8003845214844,288.04998779296875,290.45001220703125,284.3500061035156,286.45001220703125,21650737
2024-09-12,289.4219055175781,291.70001220703125,292.5,289.0,290.8999938964844,16102095
2024-09-13,287.6855773925781,289.95001220703125,294.0,289.6000061035156,293.0,12330463
2024-09-16,288.1320495605469,290.3999938964844,292.20001220703125,288.3999938964844,290.8999938964844,9184637
2024-09-17,282.0796813964844,284.29998779296875,290.8500061035156,283.8999938964844,290.5,15946216
2024-09-18,280.6409912109375,282.8500061035156,286.0,280.3999938964844,284.8999938964844,10450571
2024-09-19,270.5702819824219,272.70001220703125,284.8500061035156,267.1000061035156,284.0,44560220
2024-09-20,275.1839599609375,277.3500061035156,279.3999938964844,272.8500061035156,274.0,38501362
2024-09-23,284.0640563964844,286.29998779296875,286.70001220703125,278.6499938964844,280.0,19445968
2024-09-24,289.5210876464844,291.79998779296875,293.3999938964844,284.54998779296875,286.29998779296875,25346532
2024-09-25,287.5863342285156,289.8500061035156,295.0,287.6499938964844,294.0,19263084
2024-09-26,288.23126220703125,290.5,291.8999938964844,289.04998779296875,290.6000061035156,18343882
2024-09-27,291.1582336425781,293.45001220703125,294.8500061035156,289.20001220703125,292.3500061035156,208588855
2024-09-30,282.8734436035156,285.1000061035156,294.6000061035156,283.6000061035156,293.45001220703125,32695169
2024-10-01,281.732421875,283.95001220703125,286.6000061035156,282.54998779296875,285.1000061035156,13883476
2024-10-03,276.5234069824219,278.70001220703125,286.29998779296875,275.04998779296875,275.04998779296875,27321529
2024-10-04,275.0351257324219,277.20001220703125,281.8999938964844,273.54998779296875,278.70001220703125,17451235
2024-10-07,265.2620544433594,267.3500061035156,278.8999938964844,265.0,277.3999938964844,21704629
2024-10-08,278.0613098144531,280.25,281.5,265.54998779296875,267.0,29190708
2024-10-09,280.19451904296875,282.3999938964844,286.6000061035156,278.5,282.0,18984175
2024-10-10,284.65936279296875,286.8999938964844,289.6000061035156,283.3999938964844,283.95001220703125,19155691
2024-10-11,283.66717529296875,285.8999938964844,288.6499938964844,284.1499938964844,287.20001220703125,9677338
2024-10-14,283.46875,285.70001220703125,289.20001220703125,284.6499938964844,286.1000061035156,11386559
2024-10-15,286.59417724609375,288.8500061035156,289.45001220703125,285.75,287.1499938964844,14701531
2024-10-16,283.46875,285.70001220703125,291.04998779296875,284.75,288.1499938964844,11835439
2024-10-17,282.3277282714844,284.54998779296875,287.8999938964844,281.70001220703125,286.04998779296875,11695551
2024-10-18,284.90740966796875,287.1499938964844,287.79998779296875,277.79998779296875,282.8999938964844,10095514
2024-10-21,280.0953063964844,282.29998779296875,287.45001220703125,281.1000061035156,286.29998779296875,8393942
2024-10-22,269.5284729003906,271.6499938964844,282.1499938964844,270.6499938964844,282.0,15240897
2024-10-23,266.5518798828125,268.6499938964844,274.70001220703125,266.29998779296875,271.0,13503954
2024-10-24,269.2308349609375,271.3500061035156,273.1499938964844,268.3500061035156,269.0,10700271
2024-10-25,270.2230224609375,272.3500061035156,276.0,257.45001220703125,271.0,40406841
2024-10-28,267.94097900390625,270.04998779296875,277.95001220703125,267.3999938964844,276.70001220703125,24479817
2024-10-29,281.43475341796875,283.6499938964844,284.5,270.8500061035156,271.20001220703125,34271117
2024-10-30,286.2964782714844,288.54998779296875,294.75,282.04998779296875,283.45001220703125,40787587
2024-10-31,282.67498779296875,284.8999938964844,288.45001220703125,283.75,287.95001220703125,18720310
2024-11-01,286.3957214355469,288.6499938964844,290.25,286.0,286.6499938964844,5265231
2024-11-04,281.93084716796875,284.1499938964844,289.0,280.29998779296875,289.0,15157659
2024-11-05,284.1136779785156,286.3500061035156,287.20001220703125,277.1499938964844,282.5,18761867
2024-11-06,299.49261474609375,301.8500061035156,304.29998779296875,287.20001220703125,287.5,52804364
2024-11-07,298.00433349609375,300.3500061035156,302.0,296.1000061035156,301.0,24357284
2024-11-08,295.42462158203125,297.75,304.5,295.75,300.3500061035156,22935845
2024-11-11,297.4090270996094,299.75,303.79998779296875,294.3999938964844,297.5,20155408
2024-11-12,287.8840026855469,290.1499938964844,300.8500061035156,287.29998779296875,300.0,14292965
2024-11-13,279.35113525390625,281.54998779296875,288.8500061035156,279.45001220703125,288.0,20001842
2024-11-14,278.755859375,280.95001220703125,284.45001220703125,275.5,282.0,20541591
2024-11-18,275.87847900390625,278.04998779296875,286.70001220703125,277.25,283.0,12999925
2024-11-19,276.8210754394531,279.0,285.20001220703125,277.0,280.0,13160982
2024-11-21,273.2987976074219,275.45001220703125,278.45001220703125,270.25,278.45001220703125,14858108
2024-11-22,278.6566162109375,280.8500061035156,283.5,275.5,276.0,13268900
2024-11-25,290.06683349609375,292.3500061035156,299.0,287.95001220703125,290.0,49366681
2024-11-26,295.5734558105469,297.8999938964844,301.0,293.1499938964844,294.0,27347402
2024-11-27,304.9496765136719,307.3500061035156,307.95001220703125,297.45001220703125,298.8500061035156,39464505
2024-11-28,303.3621520996094,305.75,309.5,304.3500061035156,308.0,27772319
2024-11-29,305.5945739746094,308.0,310.6000061035156,305.0,305.70001220703125,23241947
2024-12-02,304.503173828125,306.8999938964844,309.3999938964844,303.29998779296875,307.79998779296875,15549685
2024-12-03,309.6625671386719,312.1000061035156,312.75,307.79998779296875,309.0,21405136
2024-12-04,310.40673828125,312.8500061035156,320.8500061035156,311.20001220703125,316.0,41441172
2024-12-05,312.0438232421875,314.5,315.3999938964844,310.6000061035156,314.0,17911694
2024-12-06,311.2996826171875,313.75,315.8500061035156,313.1000061035156,314.5,8359798
2024-12-09,312.14306640625,314.6000061035156,317.1000061035156,313.25,313.6000061035156,11830104
2024-12-10,312.39111328125,314.8500061035156,318.29998779296875,314.0,317.54998779296875,15811501
2024-12-11,311.6469421386719,314.1000061035156,316.5,313.0,314.8999938964844,9281006
2024-12-12,310.5059509277344,312.95001220703125,316.0,312.1000061035156,313.54998779296875,10978047
2024-12-13,313.184814453125,315.6499938964844,316.3500061035156,308.1499938964844,313.0,15557064
2024-12-16,313.7305603027344,316.20001220703125,317.3500061035156,314.0,315.79998779296875,10543307
2024-12-17,308.1742858886719,310.6000061035156,318.6499938964844,310.0,315.54998779296875,18053073
2024-12-18,301.4273681640625,303.79998779296875,310.6000061035156,301.6499938964844,310.20001220703125,16598070
2024-12-19,296.1687927246094,298.5,300.45001220703125,295.0,295.0,13349532
2024-12-20,288.57855224609375,290.8500061035156,302.1000061035156,289.3500061035156,298.0,14964305
2024-12-23,292.05120849609375,294.3500061035156,295.29998779296875,288.0,294.0,10201072
2024-12-24,290.1660461425781,292.45001220703125,297.3500061035156,291.5,296.25,10685518
2024-12-26,292.8945617675781,295.20001220703125,296.0,292.5,293.0,9172485
2024-12-27,289.7691345214844,292.04998779296875,296.1499938964844,291.3500061035156,295.8500061035156,9495184
2024-12-30,282.67498779296875,284.8999938964844,292.5,282.8500061035156,292.04998779296875,25876258
2024-12-31,290.86053466796875,293.1499938964844,294.0,284.25,284.5,15725947
2025-01-01,291.6047058105469,293.8999938964844,294.6000061035156,290.25,293.1499938964844,6954271
2025-01-02,294.4820556640625,296.79998779296875,297.79998779296875,291.3500061035156,294.45001220703125,13361957
2025-01-03,289.6699523925781,291.95001220703125,297.25,291.5,296.5,8167968
2025-01-06,279.94647216796875,282.1499938964844,292.54998779296875,280.54998779296875,292.54998779296875,12638091
2025-01-07,284.7585754394531,287.0,288.20001220703125,281.04998779296875,282.1499938964844,13247733
2025-01-08,279.8968811035156,282.1000061035156,287.0,280.1000061035156,287.0,10996122
2025-01-09,279.0534973144531,281.25,284.1000061035156,279.6000061035156,281.25,12715512
2025-01-10,268.883544921875,271.0,281.0,270.0,280.0,15317565
2025-01-13,257.5726013183594,259.6000061035156,268.8999938964844,258.29998779296875,265.0,19429753
2025-01-14,267.7921447753906,269.8999938964844,271.0,261.20001220703125,263.0,18938129
2025-01-15,265.7581787109375,267.8500061035156,272.20001220703125,266.29998779296875,272.0,11376064
2025-01-16,273.99334716796875,276.1499938964844,278.04998779296875,271.3999938964844,273.3999938964844,17234302
2025-01-17,279.94647216796875,282.1499938964844,283.8999938964844,274.04998779296875,275.45001220703125,12741720
2025-01-20,283.5679626464844,285.79998779296875,287.79998779296875,280.70001220703125,283.20001220703125,10483849
2025-01-21,276.8210754394531,279.0,286.8999938964844,278.25,285.79998779296875,13020489
2025-01-22,268.2386474609375,270.3500061035156,279.29998779296875,266.29998779296875,279.0,21272549
2025-01-23,271.810546875,273.95001220703125,276.95001220703125,267.1000061035156,268.79998779296875,11978782
2025-01-24,268.0401916503906,270.1499938964844,276.70001220703125,268.79998779296875,273.95001220703125,10164897
2025-01-27,260.89642333984375,262.95001220703125,267.0,261.79998779296875,267.0,13710372
2025-01-28,256.2331237792969,258.25,265.70001220703125,252.6999969482422,263.5,29049716
2025-01-29,265.1132507324219,267.20001220703125,268.0,259.0,259.0,14361301
2025-01-30,276.5730285644531,278.75,280.5,267.8999938964844,268.8500061035156,46735932
2025-01-31,290.3644714355469,292.6499938964844,294.20001220703125,281.6000061035156,283.8999938964844,50252116
2025-02-01,279.5992126464844,281.79998779296875,299.6000061035156,269.29998779296875,295.95001220703125,61832253
2025-02-03,272.0089416503906,274.1499938964844,277.8500061035156,263.29998779296875,277.8500061035156,41786023
2025-02-04,282.27813720703125,284.5,286.0,275.8999938964844,276.0,29035155
2025-02-05,286.693359375,288.95001220703125,291.79998779296875,285.0,285.6499938964844,18818511
2025-02-06,277.5652160644531,279.75,289.95001220703125,279.0,288.95001220703125,16834939
2025-02-07,274.88629150390625,277.04998779296875,282.29998779296875,273.1000061035156,280.75,26682639
2025-02-10,271.3144226074219,273.45001220703125,282.20001220703125,272.0,278.8999938964844,21789085
2025-02-11,262.9800109863281,265.04998779296875,274.0,262.75,273.79998779296875,23839025
2025-02-12,257.1260986328125,259.1499938964844,265.75,254.0,264.95001220703125,27997028
2025-02-13,259.5073547363281,261.54998779296875,265.5,258.6000061035156,259.1499938964844,18016813
2025-02-14,248.3948211669922,250.35000610351562,264.5,248.1999969482422,262.20001220703125,25683310
2025-02-17,246.55926513671875,248.5,250.0,242.60000610351562,248.9499969482422,24947159
2025-02-18,242.6897430419922,244.60000610351562,249.75,240.5500030517578,249.0,21180375
2025-02-19,251.42100524902344,253.39999389648438,254.0,240.25,240.6999969482422,21516255
2025-02-20,258.2174987792969,260.25,260.95001220703125,250.25,252.0,18922988
2025-02-21,254.0999298095703,256.1000061035156,262.5,254.39999389648438,259.5,16594628
2025-02-24,254.3479766845703,256.3500061035156,258.45001220703125,250.5,251.0,15409569
2025-02-25,254.64561462402344,256.6499938964844,258.54998779296875,255.35000610351562,256.3500061035156,14770656
2025-02-27,250.47840881347656,252.4499969482422,258.3999938964844,251.89999389648438,257.1000061035156,11087361
2025-02-28,244.32684326171875,246.25,250.9499969482422,243.5,250.0,17754591
2025-03-03,255.37985229492188,257.3900146484375,258.8999938964844,244.36000061035156,247.5,24644079
2025-03-04,262.64263916015625,264.7099914550781,266.5,252.5,253.88999938964844,24998454
2025-03-05,272.77294921875,274.9200134277344,275.79998779296875,263.3299865722656,265.0,28499877
2025-03-06,270.8183288574219,272.95001220703125,281.0,271.8299865722656,276.2099914550781,22586087
2025-03-07,274.8267517089844,276.989990234375,279.7300109863281,274.0,275.79998779296875,25542382
2025-03-10,270.2031555175781,272.3299865722656,283.4700012207031,271.54998779296875,278.6000061035156,20986855
2025-03-11,276.5384521484375,277.17999267578125,278.5,269.04998779296875,271.95001220703125,20980143
2025-03-12,276.18927001953125,276.8299865722656,280.3999938964844,274.1199951171875,278.7799987792969,15308721
2025-03-13,279.4217834472656,280.07000732421875,285.79998779296875,279.4200134277344,283.0,38015489
2025-03-17,279.2821044921875,279.92999267578125,283.3800048828125,276.7200012207031,281.0,13883681
2025-03-18,279.2821044921875,279.92999267578125,279.92999267578125,279.92999267578125,279.92999267578125,0
2025-03-19,289.32879638671875,290.0,292.989990234375,284.760009765625,286.0,21095205
2025-03-20,296.3624572753906,297.04998779296875,297.7799987792969,291.1000061035156,294.80999755859375,27889890
2025-03-21,295.0555114746094,295.739990234375,301.0,292.75,301.0,41751586
2025-03-24,301.4007873535156,302.1000061035156,304.8999938964844,296.3500061035156,296.8999938964844,29935092
2025-03-25,299.3355712890625,300.0299987792969,304.5,298.6499938964844,304.0,19364944
2025-03-26,298.8467102050781,299.5400085449219,305.5,298.489990234375,301.07000732421875,23869923
2025-03-27,299.9541320800781,300.6499938964844,302.0,296.6300048828125,297.0,14453677
2025-03-28,300.6225891113281,301.32000732421875,306.5799865722656,299.07000732421875,304.0,20850848
2025-04-01,291.32415771484375,292.0,305.79998779296875,290.0,302.0,33171384
2025-04-02,281.7463684082031,282.3999938964844,290.75,274.45001220703125,289.8999938964844,52653587
2025-04-03,286.8345642089844,287.5,288.25,282.6000061035156,283.0,20968721
2025-04-04,279.3519287109375,280.0,288.0,278.29998779296875,287.1000061035156,19699594
2025-04-07,271.47021484375,272.1000061035156,274.5,256.20001220703125,257.0,24954083
2025-04-08,280.798583984375,281.45001220703125,288.0,276.6000061035156,282.45001220703125,26787606
2025-04-09,279.5015869140625,280.1499938964844,282.79998779296875,276.6000061035156,281.0,11389916
2025-04-11,284.3403625488281,285.0,287.0,282.6499938964844,283.0,13883110
2025-04-15,293.0202331542969,293.70001220703125,294.1499938964844,287.54998779296875,289.8999938964844,19512440
2025-04-16,292.92047119140625,293.6000061035156,295.3500061035156,291.29998779296875,293.5,12479078
2025-04-17,294.46685791015625,295.1499938964844,296.6000061035156,291.1499938964844,293.0,13609937
2025-04-21,299.2557678222656,299.95001220703125,301.6000061035156,295.1499938964844,297.5,14064356
2025-04-22,302.64788818359375,303.3500061035156,304.75,299.75,301.0,11962358
2025-04-23,305.1421203613281,305.8500061035156,310.29998779296875,301.79998779296875,305.6000061035156,21918666
2025-04-24,304.9924621582031,305.70001220703125,308.6000061035156,303.45001220703125,305.0,17241517
2025-04-25,296.91119384765625,297.6000061035156,307.79998779296875,293.70001220703125,306.79998779296875,20307004
2025-04-28,304.34393310546875,305.04998779296875,307.8500061035156,295.8500061035156,296.0,29913417
2025-04-29,316.3660888671875,317.1000061035156,319.45001220703125,305.79998779296875,306.54998779296875,57882724
2025-04-30,313.3730163574219,314.1000061035156,320.45001220703125,312.6000061035156,319.0,24863436
2025-05-02,310.4298400878906,311.1499938964844,317.75,310.6000061035156,310.79998779296875,15451259
2025-05-05,314.5702209472656,315.29998779296875,316.8999938964844,313.20001220703125,313.95001220703125,10955241
2025-05-06,309.7813415527344,310.5,319.29998779296875,309.20001220703125,315.6499938964844,17029890
2025-05-07,309.2326354980469,309.95001220703125,315.20001220703125,305.0,305.0,19274367
2025-05-08,306.4390869140625,307.1499938964844,313.70001220703125,304.79998779296875,310.5,17110997
2025-05-09,315.11895751953125,315.8500061035156,321.79998779296875,305.0,305.0,44244945
2025-05-12,322.0528564453125,322.79998779296875,325.0,316.20001220703125,325.0,39927141
2025-05-13,334.972900390625,335.75,337.75,322.79998779296875,323.70001220703125,57985762
2025-05-14,343.5530090332031,344.3500061035156,346.0,334.5,339.0,43684324
2025-05-15,349.5889892578125,350.3999938964844,351.0,340.79998779296875,346.5,35959338
2025-05-16,363.0577392578125,363.8999938964844,371.1499938964844,349.6000061035156,351.6000061035156,68855818
2025-05-19,362.9081115722656,363.75,373.5,362.54998779296875,372.8999938964844,52003735
2025-05-20,362.9579772949219,363.79998779296875,371.0,358.5,369.3999938964844,67088831
2025-05-21,382.1135559082031,383.0,383.8999938964844,364.0,366.8999938964844,88688170
2025-05-22,382.5126037597656,383.3999938964844,386.75,379.0,383.0,43486783
2025-05-23,382.91168212890625,383.79998779296875,389.8999938964844,381.1000061035156,389.1499938964844,37666187
2025-05-26,383.6599426269531,384.54998779296875,385.79998779296875,378.5,384.8999938964844,26722908
2025-05-27,384.50799560546875,385.3999938964844,388.79998779296875,383.45001220703125,384.5,16859142
2025-05-28,389.54632568359375,390.45001220703125,393.5,384.1000061035156,385.45001220703125,27549144
2025-05-29,385.90472412109375,386.79998779296875,392.1000061035156,385.54998779296875,391.54998779296875,18562683
2025-05-30,383.7098388671875,384.6000061035156,390.0,383.6499938964844,386.79998779296875,23144580
2025-06-02,386.6031188964844,387.5,389.25,383.75,385.0,11943152
2025-06-03,385.1065979003906,386.0,391.79998779296875,385.5,387.5,18630318
2025-06-04,389.6959533691406,390.6000061035156,391.29998779296875,384.1000061035156,387.0,20648850
2025-06-05,392.5892333984375,393.5,394.70001220703125,389.5,393.70001220703125,20746844
2025-06-06,389.7957458496094,390.70001220703125,396.8500061035156,389.20001220703125,394.8500061035156,17366507
2025-06-09,391.54168701171875,392.45001220703125,395.29998779296875,391.79998779296875,394.0,13744521
2025-06-10,396.4801940917969,397.3999938964844,401.8500061035156,394.70001220703125,396.5,26456073
2025-06-11,391.9906311035156,392.8999938964844,398.25,390.6000061035156,398.25,18042738
2025-06-12,386.50335693359375,387.3999938964844,395.75,385.6000061035156,392.79998779296875,15555771
2025-06-13,393.2876281738281,394.20001220703125,397.75,379.5,379.6499938964844,35564550
2025-06-16,402.915283203125,403.8500061035156,404.5,394.20001220703125,396.1499938964844,32061745
2025-06-17,400.8201599121094,401.75,407.5,400.5,405.79998779296875,24371681
2025-06-18,399.5730285644531,400.5,405.0,398.5,401.6499938964844,18879759
2025-06-19,397.6275329589844,398.54998779296875,403.79998779296875,393.45001220703125,401.0,18220823
2025-06-20,407.30511474609375,408.25,410.0,397.75,399.0,122552435
2025-06-23,419.9258117675781,420.8999938964844,422.3999938964844,409.04998779296875,411.0,43017721
2025-06-24,417.5313720703125,418.5,426.5,415.0,426.3999938964844,33807025
2025-06-25,405.11016845703125,406.04998779296875,420.3999938964844,405.0,420.29998779296875,29028317
2025-06-26,409.15081787109375,410.1000061035156,413.8999938964844,406.8500061035156,408.95001220703125,25730795
2025-06-27,413.5406494140625,414.5,416.79998779296875,409.5,410.5,41398277
2025-06-30,420.5244445800781,421.5,423.0,414.25,416.6499938964844,20350621
2025-07-01,431.2495422363281,432.25,436.0,424.1000061035156,424.79998779296875,35405785
2025-07-02,425.9618225097656,426.95001220703125,432.75,422.6000061035156,431.04998779296875,22843521
2025-07-03,425.263427734375,426.25,430.70001220703125,424.04998779296875,427.70001220703125,13499244
2025-07-04,426.5604248046875,427.54998779296875,432.3999938964844,425.75,430.0,16618426
2025-07-07,416.1346130371094,417.1000061035156,427.45001220703125,416.1499938964844,427.45001220703125,22221724
2025-07-08,421.0232849121094,422.0,423.3500061035156,416.25,418.0,15970711
2025-07-09,416.683349609375,417.6499938964844,424.0,416.5,423.95001220703125,14956297
2025-07-10,412.5429382324219,413.5,419.5,410.5,418.45001220703125,17914452
2025-07-11,408.3526611328125,409.29998779296875,413.20001220703125,405.1000061035156,411.0,15186245
2025-07-14,406.3572998046875,407.29998779296875,410.3500061035156,405.1499938964844,405.5,17844425
2025-07-15,408.00347900390625,408.95001220703125,412.8999938964844,407.79998779296875,408.5,11971127
2025-07-16,405.2099609375,406.1499938964844,410.29998779296875,405.5,409.3999938964844,9173824
2025-07-17,403.2644958496094,404.20001220703125,408.70001220703125,403.04998779296875,406.1499938964844,7922270
2025-07-18,393.8363342285156,394.75,406.95001220703125,394.1499938964844,404.25,21172393
2025-07-21,399.0243225097656,399.95001220703125,400.95001220703125,391.1000061035156,394.6000061035156,12980473
2025-07-22,402.1670227050781,403.1000061035156,404.70001220703125,399.75,403.0,12447434
2025-07-23,399.27374267578125,400.20001220703125,404.8999938964844,396.6000061035156,403.5,10413255
2025-07-24,397.3282470703125,398.25,401.8999938964844,396.0,400.70001220703125,6767566
2025-07-25,394.2853088378906,395.20001220703125,400.70001220703125,393.5,399.0,9202508
2025-07-28,388.3490905761719,389.25,396.3500061035156,383.29998779296875,395.20001220703125,19856033
2025-07-29,387.35137939453125,388.25,390.75,378.0,390.0,25307639
2025-07-30,385.6054382324219,386.5,392.3999938964844,385.0,390.95001220703125,11335944
2025-07-31,382.21331787109375,383.1000061035156,388.25,378.79998779296875,379.0,9702316
2025-08-01,376.32696533203125,377.20001220703125,383.5,376.20001220703125,383.1000061035156,8702605
2025-08-04,388.64837646484375,389.54998779296875,390.25,376.45001220703125,379.0,13454379
2025-08-05,385.7550964355469,386.6499938964844,390.25,383.3500061035156,390.0,13482710
2025-08-06,388.79803466796875,389.70001220703125,393.5,387.1000061035156,392.0,16852693
2025-08-07,386.8525390625,387.75,390.29998779296875,383.5,386.0,11520396
2025-08-08,383.7098388671875,384.6000061035156,387.3999938964844,383.6000061035156,385.29998779296875,7139111
2025-08-11,383.0114440917969,383.8999938964844,388.3999938964844,381.54998779296875,384.0,8910936
2025-08-12,379.4696960449219,380.3500061035156,385.3500061035156,379.54998779296875,384.0,9329093
2025-08-13,387.95001220703125,388.8500061035156,389.8999938964844,382.1000061035156,382.20001220703125,10930440
2025-08-14,384.8999938964844,384.8999938964844,388.0,382.54998779296875,387.8500061035156,8046552
2025-08-18,382.5,382.5,389.75,381.1000061035156,388.0,11778056
2025-08-19,380.04998779296875,380.04998779296875,383.70001220703125,377.5,382.5,11111204
2025-08-20,371.8500061035156,371.8500061035156,384.29998779296875,371.1000061035156,383.8999938964844,20289349
2025-08-21,374.20001220703125,374.20001220703125,377.3999938964844,371.5,373.0,12680853
2025-08-22,374.8500061035156,374.8500061035156,379.95001220703125,373.6000061035156,373.79998779296875,15246732
2025-08-25,372.04998779296875,372.04998779296875,380.04998779296875,371.5,377.8500061035156,8577673
2025-08-26,365.8500061035156,365.8500061035156,372.04998779296875,364.25,372.0,15718869
2025-08-28,363.8500061035156,363.8500061035156,367.75,361.20001220703125,364.04998779296875,12218065
2025-08-29,369.3999938964844,369.3999938964844,371.0,361.6000061035156,362.29998779296875,12739664
2025-09-01,373.8999938964844,373.8999938964844,375.25,367.54998779296875,369.95001220703125,8821349
2025-09-02,376.6000061035156,376.6000061035156,378.95001220703125,373.75,377.29998779296875,12169182
2025-09-03,378.70001220703125,378.70001220703125,381.20001220703125,377.1000061035156,377.75,9919255
2025-09-04,372.5,372.5,381.5,372.0,381.5,9288078
2025-09-05,370.79998779296875,370.79998779296875,375.5,368.5,374.0,7325669
2025-09-08,371.8999938964844,371.8999938964844,374.5,370.8500061035156,371.6499938964844,6897641
2025-09-09,371.95001220703125,371.95001220703125,374.0,369.8999938964844,371.8999938964844,10598912
2025-09-10,388.04998779296875,388.04998779296875,389.0,373.04998779296875,373.70001220703125,23174318
2025-09-11,385.1499938964844,385.1499938964844,392.5,384.04998779296875,389.6000061035156,19042696
2025-09-12,399.29998779296875,399.29998779296875,399.8500061035156,385.29998779296875,386.0,26356961
2025-09-15,398.45001220703125,398.45001220703125,403.1000061035156,395.70001220703125,400.0,18486916
2025-09-16,402.8999938964844,402.8999938964844,403.29998779296875,396.20001220703125,398.45001220703125,12467341
2025-09-17,412.20001220703125,412.20001220703125,416.6499938964844,405.0,405.5,31367478
2025-09-18,409.8999938964844,409.8999938964844,415.0,408.20001220703125,415.0,12000897
2025-09-19,408.8999938964844,408.8999938964844,413.45001220703125,408.25,409.0,16150731
2025-09-22,406.3999938964844,406.3999938964844,411.3999938964844,405.3500061035156,409.79998779296875,10884230
2025-09-23,404.45001220703125,404.45001220703125,407.70001220703125,402.29998779296875,406.3999938964844,11906108
2025-09-24,395.45001220703125,395.45001220703125,404.95001220703125,395.0,404.45001220703125,10835672
2025-09-25,403.1499938964844,403.1499938964844,406.45001220703125,392.45001220703125,395.45001220703125,23804019
